IdAvaliacao;StatusPedido;NotaAvaliacao;PrecoProduto;Categoria;QuantidadeFotos;Peso;Comprimento;Altura;Largura;CidadeVendedor;DiasEnvio;DiasPrevistoEntrega
a3f5f60f6144f75ef9c04146035b00df;delivered;5;32.900;eletrodomesticos;2;950;25;11;15;salto;6;11
a41518721bde4579c6f59086a1b2822e;delivered;5;54.900;moveis_decoracao;3;400;50;3;25;santa barbara d'oeste;4;14
a43fa23f11b7626d77a5237bd4c89d12;delivered;5;227.800;relogios_presentes;1;283;18;14;14;sumare;6;27
a445faf41cfbc27d129cf5f88ac00129;delivered;5;188.900;utilidades_domesticas;4;3000;22;51;22;sao paulo;6;23
a4652c62f96e8333d5b82e5b0e0bf400;delivered;4;79.000;papelaria;2;7000;60;20;30;campo limpo paulista;7;35
a47baae36cb2d3f2d8ab6449aee69ee4;delivered;4;24.990;telefonia;4;100;17;4;12;sao paulo;5;28
a494245932f5649aa52cc096a3fd36c7;delivered;1;190.000;bebes;4;18900;84;23;50;itatiba;15;31
a49d63cb074606640ecb874d01d3a3bb;delivered;1;84.000;cama_mesa_banho;1;1383;50;10;40;ibitinga;6;20
a4bfe96c27ed6acff19bb53e2b5b9700;delivered;4;79.900;artigos_de_natal;1;4500;50;8;45;mombuca;4;31
a4ced8fac2c1bc87de9d12aa360e27ef;delivered;5;319.120;informatica_acessorios;1;683;24;16;24;sarandi;13;35
a4dacf9dede4a8a147a8f79d6bb12dd6;delivered;5;169.000;beleza_saude;1;1660;25;21;15;sao paulo;6;16
a4e5e355e96944abe9445294564fbb7e;delivered;5;39.900;perfumaria;3;100;18;7;11;brasilia;4;21
a4e7d6a1260c131f9b82932b6e1870ff;delivered;5;43.000;malas_acessorios;3;100;17;3;13;curitiba;2;12
a503ca4b3f485f69c4209b829ac9eb95;delivered;4;92.650;informatica_acessorios;3;850;32;10;16;sao jose do rio pardo;6;21
a51afd5a17b8eeeeb91959fc9456410e;delivered;5;151.900;relogios_presentes;2;4338;17;12;14;guariba;6;29
a537d928ca91b21832f6079ad3a1cf59;delivered;5;180.000;beleza_saude;4;200;18;3;20;rio de janeiro;5;16
a53bd8ba9c9634b500a0085714b18bc5;delivered;5;139.900;esporte_lazer;5;1200;80;8;15;votuporanga;6;36
a54d78b5fb556ea9075b6455db7a228f;delivered;5;84.900;cama_mesa_banho;1;1700;34;9;33;piracicaba;8;37
a558aacd477a8e5eca4d9a474a3ffa2c;delivered;3;132.000;utilidades_domesticas;1;1434;37;12;32;formiga;2;24
a5599da20f759323c300c7bb5dbe197b;delivered;5;39.900;cama_mesa_banho;1;700;50;11;40;piracicaba;10;35
a56f5c6666e50354c14b7872c89b5efc;delivered;5;17.900;perfumaria;1;100;19;8;14;sao jose dos pinhais;7;26
a58ddd2d005ac87b1be9064d8a144efb;delivered;4;96.360;moveis_decoracao;1;1000;40;10;30;ibitinga;6;27
a5e895710af357270359ea00b7b0afc7;delivered;4;199.000;cool_stuff;1;1950;33;44;19;montenegro;15;27
a5e899f4e61530ca9ac13cd1149cf86d;delivered;5;47.900;moveis_decoracao;3;1350;34;6;28;monte siao;4;32
a5f37826317f35b57f09fb2e22d4d706;delivered;5;129.000;informatica_acessorios;1;6550;20;20;20;ilicinea;4;49
a680a3d25f6ed03cb95ee27381b9226a;delivered;5;69.900;moveis_decoracao;2;12300;40;40;40;borda da mata;7;25
a6ae1375e10c5bd2f0984336dbfaf998;delivered;2;19.900;audio;2;167;16;4;11;sao paulo;6;20
a6bc40c95bd18c5647ec3730af377433;delivered;5;25.900;esporte_lazer;1;150;16;16;11;sao paulo;4;19
a70c7d53f25f6e00e41c4897824667c7;delivered;5;137.900;fashion_bolsas_e_acessorios;8;300;22;14;22;tubarao;6;31
a7398f2642a49fe1a4d48fe7123e9ce4;delivered;4;24.900;fashion_bolsas_e_acessorios;3;11800;16;9;11;sete lagoas;6;22
a755a44b7ea3ce56fa2e12b9c8cb7193;delivered;1;99.000;esporte_lazer;1;400;16;10;11;ribeirao preto;4;19
a75eaa921c8bccdacceac3c835794fe2;delivered;5;52.980;beleza_saude;1;1110;19;11;18;sao paulo;7;21
a77aa47d62f78d2b3473dc9aa7611ac7;delivered;5;2.338.080;utilidades_domesticas;4;30000;75;58;65;sorocaba;9;23
a7f538aca3412c9c5c244c7f29521e0d;delivered;5;66.990;beleza_saude;1;350;19;12;13;sao luis;10;37
a83018e0964b3a60c963040a094537bf;delivered;5;58.670;cama_mesa_banho;2;900;50;11;11;sao paulo;16;30
a840dcb91377d6ef8900fbb83aeb1bef;delivered;4;135.000;cama_mesa_banho;1;2150;40;10;30;ibitinga;6;35
a89701ddb37339ce9758120cfb51d67f;delivered;1;149.000;NULL;;350;16;4;11;santana de parnaiba;5;20
97ffc1bf6cfc76d12b3e00de7089737e;delivered;5;24.900;esporte_lazer;3;250;25;25;25;sao paulo;11;23
9802486c19789491798384927fd28c30;delivered;4;115.000;construcao_ferramentas_seguranca;2;333;16;9;10;goiania;6;27
982645839578b50e2484535f7b56bf10;delivered;1;162.500;cama_mesa_banho;1;7325;25;63;63;ibitinga;8;31
98541137b2b23000101e4c066e2e28f9;delivered;5;19.500;agro_industria_e_comercio;8;500;17;11;11;sao paulo;4;10
98590d20543be0df1c4902f790e0b115;delivered;3;95.000;eletrodomesticos;1;350;27;13;17;praia grande;6;41
9895f6df89ca75db0e6a442430cd66e4;delivered;5;419.900;moveis_escritorio;1;20500;58;28;58;mogi guacu;6;23
98b2d235fe2f87e8de84cbe3fcdcced9;delivered;5;26.000;cama_mesa_banho;1;266;28;5;16;votorantim;11;26
99162cb46cd4a6cd86318f908600acde;delivered;5;98.500;fashion_calcados;3;1150;22;9;22;curitiba;6;32
992023bbcd993d43bcb2137c30896d36;delivered;4;16.900;perfumaria;1;50;16;5;11;sao paulo;8;16
9959ef2662a1062bb418054ae201496d;delivered;5;217.990;cine_foto;1;300;20;12;16;curitiba;2;15
9961ebb572cd3a654227c6c484fdecd4;delivered;5;39.900;esporte_lazer;2;100;16;13;16;sao jose;6;20
9966ee8c8ebec98c65aad3623af5967e;delivered;5;76.990;brinquedos;3;992;34;13;31;sao paulo;6;15
99b5afdcda45e1f9c9f0dc0292b61f1c;delivered;5;49.900;moveis_decoracao;3;450;50;3;25;santa barbara d'oeste;6;21
99bee746cf0a800d4ef49561fa94b3f8;delivered;5;415.000;agro_industria_e_comercio;3;5800;30;30;20;curitiba;7;24
99c1034d8293211c6ae6c3a6127e14f3;delivered;1;84.000;cama_mesa_banho;1;1150;28;26;23;brusque;5;27
99e3c67e8e581cb81275137ade56296c;delivered;5;82.900;ferramentas_jardim;1;600;16;35;25;sao paulo;6;10
99e48610ad0654fe87264bc66dc10d02;delivered;5;31.000;beleza_saude;1;900;16;16;15;ribeirao preto;4;38
99e9bb2b58070121f4f9278b1533ef49;delivered;5;49.900;ferramentas_jardim;2;1750;37;22;40;sao jose do rio preto;3;7
9a10c75418c7973955299f3755a1fe0c;delivered;4;89.990;informatica_acessorios;1;300;16;16;16;maringa;7;20
9a1ee0715c046406c61aa17f5c329f58;delivered;5;65.000;esporte_lazer;1;700;26;14;24;sao paulo;6;27
9a42ed0fda76566c783eacf7333ad402;delivered;5;88.000;utilidades_domesticas;1;1150;19;22;19;ampere;2;34
9a499b356fe9374efbe7930e8ef164a3;delivered;5;59.900;ferramentas_jardim;2;1550;30;22;30;sao jose do rio preto;6;28
9a547988b314ded5e6e14906edc072fc;delivered;5;24.900;esporte_lazer;5;150;20;4;15;estancia velha;2;17
9a57f79fb12723c946bef9d2d110a7f1;delivered;3;115.000;esporte_lazer;1;1250;31;32;31;guara;4;25
9a78d4cf4b478676fd7c75ba28b14c37;delivered;5;21.900;construcao_ferramentas_seguranca;2;219;17;8;12;porto alegre;5;25
9a97b0dbf5d09796514ca171a7a41b94;delivered;5;66.000;telefonia;2;250;16;5;11;jacarei;9;28
9aa258a3e8db6b6b25585d995b947534;delivered;5;59.900;cama_mesa_banho;2;600;60;9;50;ibitinga;6;25
9ab079f12bd9c633d72e8302a9b975b2;delivered;5;65.500;beleza_saude;2;1025;23;18;20;guarulhos;4;33
9ab1b171791a59c99f5041cab6b61bcd;delivered;5;149.990;informatica_acessorios;1;6550;20;20;20;ilicinea;11;38
9ac323fe5a32b2d1f0f0159c5ae42a67;delivered;5;39.900;esporte_lazer;1;150;16;16;11;sao paulo;6;35
9adf002a96b12dab2a437bc86aa5055a;delivered;5;789.990;telefonia;2;443;16;17;14;niteroi;14;29
9af54c3ce6be8d6c49c45fd02e06f1cf;delivered;1;31.900;informatica_acessorios;2;200;41;2;29;belo horizonte;5;24
9b2213e780413c0f5b62154527ee3f8d;delivered;3;34.990;brinquedos;2;600;30;13;22;joinville;7;19
9b42e70d5cc95aa5287bbe5dc42273da;delivered;5;51.490;bebidas;1;700;20;20;20;praia grande;4;26
9b5500418de400c99c1844c34b4bed8e;delivered;3;49.900;ferramentas_jardim;2;1650;30;22;30;sao jose do rio preto;6;31
9b61dd84d4d036f21900c328deba5445;delivered;4;16.000;beleza_saude;2;200;25;10;20;sao paulo;8;29
9b6b7f4f38563a14a104029e3aa989e4;delivered;2;98.900;moveis_decoracao;4;975;35;25;21;sao paulo;6;22
9b85b90c837dc4bb8ebc3bc62e2f86ab;delivered;1;229.990;moveis_escritorio;1;12100;54;40;52;itaquaquecetuba;12;30
9b9d1634c1dd596afeb30fc03f53253f;delivered;5;49.000;fashion_bolsas_e_acessorios;4;200;16;2;11;sao paulo;7;11
9bfbb8a367c2766f18e1d8c74f74c95e;delivered;5;799.900;bebes;3;1200;25;13;18;novo hamburgo;14;35
9c481b8add50edabe2b41f48b268444b;delivered;5;399.000;beleza_saude;4;19150;87;76;16;fortaleza;6;24
9c846d67a96862ef2e707636dfcb1be6;delivered;5;14.990;utilidades_domesticas;2;200;19;9;12;araguari;5;23
9c8ec95bf26781c362527a174a6e1967;delivered;5;108.000;relogios_presentes;2;1000;53;8;18;rio de janeiro;6;34
9cef0d4622f8b0c6e42f344796dc64cf;delivered;2;93.990;beleza_saude;1;1255;18;17;16;santo andre;5;24
9cf48cb5d02087d8b4f1aae12a1ed29a;delivered;5;66.890;relogios_presentes;2;733;17;10;18;blumenau;4;36
9d0d0a431b7fd6db8137f0c9f942b633;delivered;5;79.990;beleza_saude;3;250;22;10;18;santo andre;4;25
9d3838017d22783aa67ba9c557b8c43b;delivered;5;109.900;esporte_lazer;2;400;16;8;11;sao paulo;6;21
9d6c2f4c4c4927040cd738fba882682e;delivered;4;48.980;NULL;;2200;24;28;24;sao paulo;4;22
9dafed73d317f247593851524d129561;delivered;4;59.900;ferramentas_jardim;2;1750;37;22;40;sao jose do rio preto;7;29
9dd5432323ff83c0d018bd3da109d9d3;delivered;5;129.990;cool_stuff;1;1600;42;25;15;sao paulo;8;29
9aba90bb01eba393b19c10adf5a2b878;delivered;5;550.000;beleza_saude;1;30000;50;75;56;sao paulo;16;33
9b0f0c4e4203a47f7063599da3eea243;delivered;5;99.900;relogios_presentes;3;584;16;11;13;ribeirao preto;7;21
9b23daa05239c2a78189e02887fe00dd;delivered;5;59.990;cool_stuff;1;700;42;25;15;sao paulo;6;22
9b491aa3b50ff1307bcec5263707720d;delivered;5;99.900;beleza_saude;1;2600;24;24;24;praia grande;4;9
9b9f2f534826695f04e5b7985c4384cd;delivered;5;59.990;beleza_saude;1;950;35;25;20;santo andre;4;17
9ba260ed7e6a228e5e9910e035a70c7f;delivered;1;19.900;informatica_acessorios;2;100;16;16;11;videira;10;29
9bc36950d98935efa7fd86dd621167d5;delivered;5;265.000;cool_stuff;1;11600;65;19;47;sao paulo;7;19
9bc9221d1645ed46e0dd0abe6abf1df1;delivered;4;95.000;relogios_presentes;3;350;16;2;20;sao paulo;2;22
9be11d972fd6e5437623633e5aa2d0a2;delivered;4;48.900;bebes;1;750;20;13;13;limeira;5;12
9beff0c6c1eefc5d5a255b6b768ee6c5;delivered;4;83.900;malas_acessorios;1;1250;49;10;34;borda da mata;6;27
9c56fb8e40de71f5ef4116008c363d6f;delivered;4;38.900;informatica_acessorios;2;300;42;2;30;belo horizonte;15;28
9c5fd8545e513897a409ac9d639d754f;delivered;5;330.000;beleza_saude;6;400;34;4;22;sao bernardo do campo;6;21
9c6c5dda159b4e852b5d7524e1694695;delivered;5;70.000;instrumentos_musicais;6;800;30;20;25;sao paulo;6;28
9c959de6b44f48641efa728cb8c8dfd9;delivered;4;99.990;cool_stuff;1;4475;44;24;31;sao paulo;6;20
9ca7a6782e054c92e56da06bb84d9a52;delivered;1;169.900;papelaria;5;8150;35;60;40;campo limpo paulista;7;29
9ccdccb1d28e3e0d726c8d8933d30801;delivered;5;49.900;moveis_decoracao;4;950;25;25;25;sao bernardo do campo;6;13
9cdced96fd462423008deb7c988629ab;delivered;5;219.000;esporte_lazer;1;3000;90;11;16;foz do iguacu;8;31
9cedb64aa183e57c9dd1b0ee14b536d7;delivered;5;67.990;informatica_acessorios;2;450;16;4;20;sao paulo;4;10
9cef68cad810dcd297a3a3b613125948;delivered;1;269.000;casa_conforto;2;5350;40;20;40;osasco;6;17
9cfa73247458e42904a79dab3c93bd31;delivered;5;21.990;telefonia;1;100;16;6;12;campinas;4;18
9cfd1ab8f5ae6226b8bd2077f4a9fe41;delivered;1;199.900;automotivo;1;3350;35;20;20;guaruja;17;39
9d25a54a1a44411d1adf1a5fa4557445;delivered;5;39.000;esporte_lazer;4;500;16;15;20;sao paulo;3;8
9d37cc72354130e4e2b36f06c10ab429;delivered;5;190.000;esporte_lazer;5;1350;30;20;20;sao paulo;6;8
9d75dcb54cb981f5e25c9f074b58e475;delivered;5;16.990;utilidades_domesticas;2;200;19;9;12;araguari;8;22
9db61835b26b2e740f6867408e098b0b;delivered;5;99.900;esporte_lazer;4;900;60;7;58;sao paulo;4;27
9de4447d8219a53f08afc52a7fe4c0cc;delivered;4;66.000;utilidades_domesticas;4;550;16;5;12;campinas;5;11
9e038041863f149240bb866e11316fee;delivered;4;119.900;bebes;4;1400;20;15;15;laranjal paulista;4;23
9e34b0577bda442c4c4fac0711227d86;delivered;4;96.000;eletroportateis;1;1750;20;16;20;jaboticabal;4;25
9e399648150ab8ced0c1f005dc30c22c;delivered;5;15.900;automotivo;1;250;40;4;30;ibitinga;7;22
9e62432358841c9b5857d463ba3a62a7;delivered;5;42.900;cama_mesa_banho;1;700;40;4;30;ibitinga;9;25
9e73224bfc19fbe745ea074feac838ce;delivered;4;61.900;malas_acessorios;1;800;46;10;34;borda da mata;6;24
9e96e689ed29ef49d22e6e837da4e606;delivered;5;14.900;moveis_decoracao;3;150;35;2;25;cascavel;9;18
9ea790738bcae798d90fa9cae8a9ac6b;delivered;4;166.900;automotivo;3;2450;30;30;30;cajamar;3;9
9ed63d22a055a4b4c89c504476489b53;delivered;4;30.100;informatica_acessorios;1;150;16;15;13;ribeirao preto;10;33
9ee1b9577cf8288c192d2060101e1db4;delivered;3;30.210;informatica_acessorios;1;1583;18;15;12;ribeirao preto;5;18
9eeca690b2ada02f3596ab9c47fd36eb;delivered;5;239.900;cama_mesa_banho;4;16400;45;15;35;ibitinga;6;20
9f0e358c8d72472d5a426e8ab01668e1;delivered;3;46.400;beleza_saude;1;180;16;13;11;rio de janeiro;4;24
9f15e35c079838ec3478621476108d0d;delivered;4;180.000;telefonia;1;1500;20;20;25;jacarei;18;32
9f47b47620392148a6b42f7e9dc6a0de;delivered;5;69.900;eletrodomesticos;2;1200;35;20;30;presidente prudente;4;16
9f7561c965087e8d0f61be1f3af4b873;delivered;4;69.990;cool_stuff;1;1000;42;25;15;sao paulo;4;22
9f9e26cf768435577c37f12cd9df60c7;delivered;4;150.000;eletronicos;3;800;35;30;40;sao paulo;7;22
9fad8616e0655109b07541568a4fa30b;delivered;5;139.000;brinquedos;7;5400;20;60;50;curitiba;7;27
9fcf47a8582e893131fbe0a3754e2a8f;delivered;4;79.900;cama_mesa_banho;1;2200;47;21;41;santo andre;19;69
a0103a97fde8885d31c8d01d549d7a5c;delivered;4;99.900;pet_shop;2;748;26;19;23;patos de minas;6;21
a0188a08cfbee9a3a7fc5b1add6496ac;delivered;5;168.980;cama_mesa_banho;2;1500;50;16;16;sao paulo;17;30
a024eb9c7d7c5c4571b1c0dfff940047;delivered;4;189.900;cool_stuff;1;600;22;6;22;recife;9;69
a079ddcc6b7ba4cd0be4d5d513f2d7ad;delivered;3;49.900;informatica_acessorios;1;400;30;6;20;caxias do sul;10;30
a0a641414ff718ca079b3967ef5c2495;delivered;5;83.000;informatica_acessorios;1;225;17;14;13;maringa;11;31
a0adf7a439816b22050d6bf433cbbff6;delivered;5;250.000;moveis_decoracao;1;12250;45;35;45;sao paulo;9;21
a0b3a06052d46c8d8fbbc088f2f7edda;delivered;5;54.900;malas_acessorios;1;500;23;45;32;belo horizonte;7;17
a89a2b0c2014bc49a0f87f1eedb7b269;delivered;5;99.900;relogios_presentes;3;584;16;11;13;ribeirao preto;6;35
a8b0f5ab070712a923b335e69bf51b63;delivered;1;25.890;informatica_acessorios;2;125;16;18;16;brasilia;5;19
a8b63e1292141b8158d2f87355b15686;delivered;5;159.000;esporte_lazer;2;1300;30;10;25;sao paulo;6;14
a94f8f50d5976acb9d47c1e36119c215;delivered;5;597.900;brinquedos;8;1200;39;22;14;franca;9;31
a952af90a0a06ece89ac821f96192118;delivered;5;219.000;cool_stuff;3;9650;86;8;40;carapicuiba;5;13
aa193e76d35950c4ae988237bb36ed2b;delivered;5;50.000;fashion_bolsas_e_acessorios;1;100;17;3;12;aracatuba;7;21
aa32e7acf46672a736d9d39259b8c348;delivered;5;65.990;cool_stuff;1;700;42;25;15;sao paulo;6;35
aa34c5e24880c78bcddf4d3fcf0ae85e;delivered;5;34.990;moveis_decoracao;2;1000;16;31;16;indaiatuba;6;19
aa467635692cb70f2648eaae92208964;delivered;3;8.970;telefonia;2;150;16;4;11;sao paulo;4;29
aa4ee92c0493c4704770de97f83d8307;delivered;4;335.000;relogios_presentes;1;450;19;13;13;registro;5;25
aa581e057de70ca374b669e65e582924;delivered;4;139.940;moveis_escritorio;1;8217;52;52;17;itaquaquecetuba;14;41
aa58a5f611deffcf83c7546372832267;delivered;5;132.800;moveis_decoracao;1;3450;43;18;22;fazenda rio grande;7;28
aa6f1a6c7d1f308850d957aeec0ab76c;delivered;5;269.000;livros_tecnicos;1;2400;30;5;23;sao paulo;5;19
aa73c5ea4732a47ee6644153cf718d26;delivered;5;144.900;esporte_lazer;1;200;23;11;15;sao paulo;2;15
aa9a56fd60d5316d8b65abe975eef739;delivered;5;139.900;esporte_lazer;1;100;16;15;15;coronel fabriciano;7;23
aacd0c54f441a2109190ae1e88015828;delivered;5;63.720;utilidades_domesticas;3;1350;30;14;28;itajai;2;28
aad4fe10234f66b2c3711acedeb8e4d9;delivered;3;86.250;automotivo;3;400;30;10;16;sao paulo;10;21
aad7dc9aa6d09fba99cca76bcdb0fee3;delivered;5;118.900;relogios_presentes;2;250;16;11;11;sumare;7;28
aaf8ca0c59e6416822268fdb471821c4;delivered;4;38.490;esporte_lazer;3;400;16;10;11;sao bernardo do campo;6;33
ab1d29522862675ea38449abdffb8f9a;delivered;5;184.790;informatica_acessorios;1;867;32;14;14;sao jose dos campos;6;30
ab296dbde37f94824e4290893c67f917;delivered;5;45.950;cama_mesa_banho;2;350;25;8;19;ibitinga;9;29
ab62d142ee277026400f4201da36cedc;delivered;1;118.990;automotivo;6;850;30;5;20;itaquaquecetuba;4;22
ab686c82979cd8732f416cb75945057d;delivered;5;86.300;cama_mesa_banho;1;850;35;10;20;votorantim;6;21
ab69ea37b14670a3a77c6bd4f80ea44a;delivered;5;119.970;cama_mesa_banho;1;5350;16;50;40;betim;2;14
ab6a139dd94938e4e0def516f256a124;delivered;5;18.550;utilidades_domesticas;2;350;24;29;16;garulhos;13;26
abbf44e07fddad1fb226bd42f62af0ff;delivered;4;175.300;moveis_decoracao;1;2200;35;35;25;loanda;5;25
abe8796a549711c6bccaa1aa7ed42050;delivered;4;130.000;telefonia;2;170;23;5;16;curitiba;12;40
ac03ad6b43cba822aee617cff5cb3fa1;delivered;5;130.000;automotivo;2;11700;59;59;19;videira;10;32
ac2fa9a59de554b841672a098874ff14;delivered;2;89.990;cama_mesa_banho;1;1400;16;10;16;ibitinga;7;42
ac3eb9d230d6aab9176cbf783e215d48;delivered;1;19.900;telefonia;1;100;16;6;11;sao paulo;9;16
ac6be13dd6e99b97a471f54c503cf67c;delivered;5;59.700;beleza_saude;1;650;16;7;13;sao jose do rio preto;10;25
ac6c5ae3b78be6ff4e00637f26c0c5fc;delivered;2;75.500;papelaria;1;1400;16;44;37;belo horizonte;6;21
aca6f4a608f3a18dda91554dccbf38c6;delivered;5;79.000;audio;1;675;22;9;16;jacarei;4;22
accbc4ba53c6e7bc3bdbe4e5e7482649;delivered;4;159.490;utilidades_domesticas;5;3000;33;12;34;sao ludgero;12;34
ad16d7141537a8e34f781806b1953ee4;delivered;4;176.900;automotivo;1;5150;60;12;60;guarulhos;5;23
ad5bfdec46d974dd106560c69871eae3;delivered;3;129.800;brinquedos;6;7000;20;62;35;canoas;4;14
ad708d825f12cfd6a0cc347ba5262ae0;delivered;5;108.900;ferramentas_jardim;1;900;30;10;20;sao paulo;7;33
ad72e19af43707ca31b19a13ff43cff0;delivered;1;78.990;moveis_decoracao;1;7200;52;52;17;itaquaquecetuba;12;39
adbabedae6b70b20e8d7c1407d46f092;delivered;5;36.900;fashion_bolsas_e_acessorios;4;700;43;16;27;sao paulo;7;29
ade5bcdef0736c3c2b52c873ca11ae3a;delivered;5;13.700;eletronicos;1;200;22;11;16;sao paulo;6;26
adf604c7a8faec14d8d623063d792eef;delivered;1;39.900;utilidades_domesticas;2;500;19;12;12;guarulhos;2;22
ae295962d85fa5ac42828856e8a1a378;delivered;5;79.900;cama_mesa_banho;1;1383;50;10;40;ibitinga;8;32
ae313044b3c9c3f041e4ecddcb61a0d7;delivered;4;75.000;esporte_lazer;1;1350;16;5;16;curitiba;10;31
ae4a2f9f4136ecca4229735dbe1bdf8b;delivered;4;30.210;informatica_acessorios;1;1583;18;15;12;ribeirao preto;6;21
ae595c96c185418c9eeb3894e86ca745;delivered;5;390.000;esporte_lazer;9;2100;36;9;14;sao paulo;8;37
ae91cb172a711788931e78848c4f58d2;delivered;3;29.980;telefonia;2;250;17;7;13;sao paulo;6;21
ae94b6286b26ba64b2231978c0e8f3e4;delivered;4;47.200;ferramentas_jardim;6;340;14;16;13;sao paulo;6;23
aea18b525504e6d6cd40b116a35f6cc8;delivered;4;59.900;informatica_acessorios;2;50;13;9;11;brasilia;6;28
aea7be686a5ccc20b026180ad3f7a556;delivered;4;79.990;perfumaria;1;550;21;12;20;santo andre;8;14
aecc54e3c8199cb3a3406ad318513791;delivered;5;174.900;cama_mesa_banho;1;2900;35;9;34;piracicaba;8;32
98496264a7194163145f60b0d5fbbe4b;delivered;5;465.000;agro_industria_e_comercio;3;5800;30;30;20;curitiba;6;25
985e48b93ee65708e73e0d29b1bde5ea;delivered;1;216.760;ferramentas_jardim;1;3500;40;19;35;brasilia;16;36
98682a856c8eae691605559dc27fa63c;delivered;4;122.990;NULL;;400;20;12;15;guarulhos;8;14
989ed9344f28de9c3afc3be4c852f6bd;delivered;5;99.700;esporte_lazer;1;400;22;18;12;sao joao del rei;7;22
98b371a25f6c53c0ce93feab839c2bd8;delivered;5;110.320;beleza_saude;1;150;22;3;15;hortolandia;4;14
98c90e6ff50a63e669b75dd0b541dd9f;delivered;5;49.000;perfumaria;1;295;19;14;14;santo andre;18;22
98eb570576145a526903ffef8ab09930;delivered;5;35.900;relogios_presentes;1;550;16;2;11;blumenau;6;25
992119ef0f9cf599af33796269feb344;delivered;2;62.900;livros_tecnicos;1;1100;29;5;22;presidente prudente;7;28
992f356a637d6a9e7d77651b5ae85e16;delivered;3;98.720;moveis_decoracao;11;5550;41;26;31;ibitinga;6;18
99387d0578151d5faf410455cbeaf3a0;delivered;5;149.900;utilidades_domesticas;3;1200;20;25;20;sao paulo;5;24
9993e6c02dccdb3e92a6566c64ad779f;delivered;1;33.000;moveis_decoracao;3;9300;25;64;25;pedreira;6;23
999419f6bd493bd90a38b640dec9337e;delivered;5;49.000;utilidades_domesticas;1;4800;22;63;22;pedreira;5;18
9a1902052e1bb99c3d50a7f1dee5c6a4;delivered;4;129.900;pet_shop;2;650;21;12;52;sao paulo;6;12
9a19c8757f21195f4dd8fecd49317981;delivered;5;19.900;eletronicos;1;175;22;12;16;americana;13;23
9a29ac944dcf6948516e56a1b51e47ff;delivered;5;79.000;papelaria;2;1350;38;30;28;campo limpo paulista;7;35
9a33d50ae24b3288d75c45da7e786bc4;delivered;5;269.730;consoles_games;2;615;19;12;18;riberao preto;8;23
9a51d1c482e096296f0fffc70686bd16;delivered;2;6.300;perfumaria;1;150;30;10;30;valinhos;7;28
9a614b66065404a7d502d3aa6aa37a76;delivered;5;160.000;fashion_bolsas_e_acessorios;1;200;21;9;14;sao jose do rio preto;13;36
9a8d24623d56c13f950247baa73f4c80;delivered;1;45.900;esporte_lazer;1;150;16;16;11;sao paulo;6;14
9a933b96fa23f39b7a1cd55683b59160;delivered;5;59.900;fashion_underwear_e_moda_praia;1;200;42;4;14;franca;10;21
9aa286f08fb78b7716330486db8d7541;delivered;5;249.900;moveis_decoracao;3;14600;84;8;84;uba;5;27
9aa80f0477ca7e66662cf8a68acae4e8;delivered;3;44.000;relogios_presentes;4;250;16;2;20;sao paulo;6;27
9acda548bfbdd4956350c47ad9a64560;delivered;5;47.000;moveis_decoracao;5;3700;25;35;35;sorocaba;4;29
9af3df24d1eb0c3b6b0d10273035af73;delivered;1;450.000;construcao_ferramentas_construcao;1;1500;21;19;22;sao caetano do sul;8;24
9b03db54ad6bc5238e392e30eebdca4a;delivered;4;99.000;papelaria;4;7700;28;55;37;campo limpo paulista;6;30
9b188c11d4a4630200ea73220d43943c;delivered;5;49.990;utilidades_domesticas;9;375;28;11;15;itajai;2;35
9b96c3b8111dfaf0ffc68f00e46f6edf;delivered;5;63.720;utilidades_domesticas;5;1550;35;14;27;itajai;6;23
9bdb93e1339cdbc9bbfd95c5df00f82b;delivered;5;48.900;bebes;1;600;20;13;13;limeira;8;42
9be116d11da5ec50746f2e407c8ae044;delivered;5;42.000;utilidades_domesticas;1;3100;30;40;40;pedreira;8;29
9be8656dd570c54e69aeb6439efe3c32;delivered;5;6.900;brinquedos;8;50;20;8;17;sao paulo;2;15
9c1db485ac45eb3490460ef49f2b24c9;delivered;5;109.900;perfumaria;1;550;19;13;18;sao goncalo;4;21
9c4af94147d21299b6ceaa9306db4bbf;delivered;5;39.750;bebes;1;250;23;12;17;belo horizonte;2;20
9c4cc20bf34c57348946ef903b516e72;delivered;4;66.900;livros_interesse_geral;1;1400;17;25;11;garca;6;28
9c73afcd189a6cbdb56afa7f80aa77e3;delivered;5;60.000;cama_mesa_banho;1;800;25;5;25;ibitinga;5;20
9c7df4c719e8a2d945b204aae8301662;delivered;3;179.000;perfumaria;1;500;23;8;15;campinas;5;16
9cfb587246c99ac69574e8ea2122e850;delivered;5;49.900;brinquedos;4;300;16;7;20;sao paulo;8;12
9d0c7d8ee802e264406856a805aa7cd4;delivered;5;113.000;esporte_lazer;1;1625;29;21;21;ribeirao preto;7;21
9d342e9457b3661391ac537b95338883;delivered;4;115.000;cama_mesa_banho;1;2550;45;13;35;ibitinga;6;20
9d6e330ceaea1bbfa2ccd9e7a0dd9572;delivered;4;36.900;informatica_acessorios;1;200;20;20;20;porto alegre;3;18
9d8340fe730f994047b0a54b59d99871;delivered;5;229.000;relogios_presentes;1;263;17;12;13;guariba;4;27
